num_clientes,num_servidores,num_mensagens,execucoes,tempo_min_ms,tempo_max_ms,tempo_media_ms,tempo_mediana_ms,tempo_std_ms,throughput_min,throughput_max,throughput_media,throughput_mediana,throughput_std
10,2,1,100,2.85,4.6,3.645,3.65,0.40407895018151835,217.3913043478261,350.8771929824561,277.70110128301377,273.972602739726,30.846613313139336
10,2,10,99,10.48,18.59,12.498282828282827,12.26,1.116340633045235,537.9236148466917,954.1984732824428,805.5962810188208,815.6606851549756,63.086486434396825
10,2,100,100,105.26,227.65,145.7544,141.48000000000002,24.231210791127218,439.27081045464524,950.0285008550256,702.2061983318242,706.816861952552,100.79756876276433
10,2,500,100,800.58,1061.29,912.2410000000001,900.085,72.4613986752933,471.12476325980646,624.5472032776237,551.4377594225816,555.5035139061881,42.53824039651859
10,2,1000,100,1697.27,2293.91,1908.3436,1890.1100000000001,145.6007490373673,435.9368937752571,589.1814502112215,526.865186330837,529.0713299460377,37.91073725426321
10,2,10000,98,17102.66,20178.66,18274.63469387755,18246.254999999997,908.6414423382004,495.5730459802583,584.7043676246852,548.5202060507196,548.0576775613015,26.727957760383084
10,4,1,100,2.64,5.41,3.7639,3.69,0.45568218368206204,184.84288354898337,378.7878787878788,269.42057039602946,271.00271002710025,31.884385789548435
10,4,10,100,10.86,16.32,12.631200000000002,12.535,1.0416161490780576,612.7450980392157,920.8103130755064,796.6964477421493,797.7663814182486,61.76534193165917
10,4,100,100,111.47,167.46,140.97,140.99,11.397512133280804,597.1575301564553,897.1023593792052,714.0435471970283,709.2701645724105,58.710139147665664
10,4,500,100,782.38,931.17,848.3116,846.205,30.208345382484534,536.9588796889934,639.075640992868,590.1381347600075,590.87336994872,20.790944564922196
10,4,1000,100,1627.84,1762.14,1691.0176999999999,1689.935,29.51483440936311,567.4917997434937,614.3109887949676,591.5371242233804,591.7387355186761,10.261177431666026
10,4,10000,100,16930.91,17262.83,17049.6688,17016.09,94.90882649163976,579.2792954573497,590.6357071179281,586.5395557352755,587.6790733075416,3.2478490666660433
10,6,1,100,2.95,5.69,3.8135000000000003,3.6950000000000003,0.4594867030753232,175.74692442882247,338.9830508474576,265.71016378465555,270.63649014868525,29.739844424047813
10,6,10,100,10.48,22.31,13.6976,13.205,2.1388617382508697,448.22949350067233,954.1984732824428,744.9009598502043,757.2890142912853,98.36546493743278
10,6,100,98,109.99,241.11,154.52908163265306,147.865,25.341982692298828,414.74845506200484,909.1735612328395,662.8357331231717,676.2930474714681,99.0137135191946
10,6,500,100,819.67,933.18,885.9575,888.3299999999999,26.518071763431525,535.8023103795624,610.0015860041236,564.8661626869605,562.8538961692418,17.05302927545467
10,6,1000,100,1664.76,1983.88,1790.1629,1762.225,79.14404677542029,504.0627457305885,600.6871861409452,559.658479779045,567.4644813498701,24.014887218667575
10,6,10000,98,17011.2,17600.43,17174.547040816327,17135.059999999998,142.47942505259363,568.1679368060894,587.8480060195635,582.2960901596638,583.5987788548405,4.762409748772288
10,8,1,100,2.66,6.86,4.0343,3.92,0.6555501275241808,145.77259475218656,375.9398496240602,253.6565375067611,255.10204081632654,37.25614882938636
